y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,34,15,33,15,32,15,31,15,30,15,29,15,29,14,28,14,27,14,26,14,25,14,25,13,24,13,23,13,23,12,23,11,22,11,21,11,20,11,20,10,20,9,19,9,19,8,18,8,18,7,18,6,18,5,17,5,16,5,15,5,14,5,13,5,12,5,11,5,11,4,10,4,10,3,9,3,8,3,7,3,7,2,7,1,6,1,5,1,4,1,4,0,3,0,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,35,15,34,15,34,14,33,14,33,13,33,12,32,12,32,11,32,10,31,10,31,9,30,9,29,9,29,8,29,7,28,7,28,6,28,5,27,5,26,5,25,5,25,4,25,3,24,3,23,3,22,3,21,3,20,3,20,2,19,2,18,2,17,2,16,2,15,2,14,2,14,1,13,1,13,0,12,0,11,0,10,0,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,32,15,31,15,30,15,29,15,29,14,28,14,27,14,27,13,27,12,27,11,27,10,26,10,26,9,26,8,25,8,24,8,23,8,22,8,22,7,21,7,20,7,20,6,20,5,20,4,19,4,18,4,18,3,17,3,16,3,15,3,14,3,13,3,12,3,11,3,11,2,10,2,9,2,8,2,7,2,6,2,6,1,5,1,4,1,3,1,2,1,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,36,15,35,15,35,14,35,13,35,12,34,12,33,12,32,12,31,12,31,11,30,11,30,10,30,9,29,9,29,8,28,8,28,7,27,7,26,7,25,7,24,7,23,7,22,7,21,7,21,6,20,6,19,6,18,6,17,6,16,6,16,5,15,5,14,5,13,5,13,4,12,4,12,3,11,3,10,3,10,2,9,2,8,2,8,1,7,1,6,1,5,1,5,0,4,0,3,0,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,35,15,34,15,33,15,33,14,32,14,32,13,32,12,31,12,30,12,30,11,29,11,29,10,28,10,28,9,28,8,28,7,28,6,28,5,27,5,26,5,25,5,25,4,24,4,23,4,23,3,22,3,21,3,20,3,19,3,19,2,18,2,17,2,17,1,16,1,15,1,14,1,13,1,12,1,11,1,10,1,9,1,8,1,7,1,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,38,15,37,15,36,15,35,15,34,15,33,15,32,15,31,15,30,15,29,15,28,15,27,15,26,15,26,14,25,14,25,13,24,13,24,12,24,11,23,11,22,11,21,11,20,11,19,11,18,11,18,10,18,9,17,9,16,9,15,9,14,9,14,8,13,8,13,7,13,6,12,6,11,6,10,6,10,5,10,4,10,3,10,2,9,2,9,1,8,1,7,1,6,1,5,1,4,1,4,0,3,0,2,0,1,0,0,0
39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,32,17,31,17,30,17,29,17,28,17,28,18,27,18,26,18,25,18,24,18,23,18,22,18,22,17,22,16,22,15,22,14,22,13,22,12,21,12,21,11,21,10,20,10,19,10,19,9,19,8,19,7,19,6,18,6,17,6,16,6,15,6,15,5,15,4,14,4,14,3,13,3,13,2,13,1,12,1,11,1,10,1,9,1,9,0,8,0,7,0,6,0,5,0,4,0,3,0,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,34,15,34,14,34,13,33,13,32,13,31,13,31,12,31,11,31,10,30,10,30,9,29,9,28,9,27,9,26,9,25,9,24,9,23,9,22,9,21,9,20,9,20,8,20,7,20,6,20,5,20,4,19,4,19,3,18,3,17,3,16,3,15,3,15,2,14,2,13,2,12,2,12,1,11,1,10,1,9,1,8,1,7,1,6,1,5,1,4,1,3,1,2,1,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,31,16,30,16,29,16,28,16,27,16,26,16,25,16,25,15,25,14,24,14,24,13,24,12,24,11,23,11,22,11,22,10,22,9,21,9,21,8,20,8,20,7,20,6,20,5,19,5,19,4,18,4,17,4,17,3,17,2,16,2,15,2,14,2,13,2,12,2,12,1,11,1,10,1,9,1,8,1,7,1,6,1,5,1,5,0,4,0,3,0,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,38,15,38,14,37,14,36,14,35,14,35,13,35,12,35,11,34,11,33,11,33,10,33,9,32,9,32,8,32,7,32,6,31,6,30,6,30,5,30,4,29,4,28,4,27,4,26,4,25,4,24,4,24,3,23,3,22,3,21,3,20,3,19,3,18,3,17,3,16,3,15,3,14,3,14,2,13,2,12,2,11,2,11,1,10,1,9,1,8,1,7,1,6,1,5,1,4,1,3,1,3,0,2,0,1,0,0,0
39,16,39,16,39,16,39,16,39,16,39,16,38,16,37,16,36,16,35,16,34,16,33,16,32,16,31,16,30,16,29,16,28,16,28,15,27,15,26,15,25,15,24,15,23,15,22,15,21,15,20,15,20,14,20,13,19,13,19,12,19,11,19,10,18,10,17,10,16,10,16,9,16,8,16,7,15,7,14,7,14,6,14,5,13,5,13,4,12,4,12,3,11,3,10,3,9,3,8,3,7,3,7,2,6,2,5,2,4,2,4,1,3,1,3,0,2,0,1,0,0,0
