y_0,x_0,y_1,x_1,y_2,x_2,y_3,x_3,y_4,x_4,y_5,x_5,y_6,x_6,y_7,x_7,y_8,x_8,y_9,x_9,y_10,x_10,y_11,x_11,y_12,x_12,y_13,x_13,y_14,x_14,y_15,x_15,y_16,x_16,y_17,x_17,y_18,x_18,y_19,x_19,y_20,x_20,y_21,x_21,y_22,x_22,y_23,x_23,y_24,x_24,y_25,x_25,y_26,x_26,y_27,x_27,y_28,x_28,y_29,x_29,y_30,x_30,y_31,x_31,y_32,x_32,y_33,x_33,y_34,x_34,y_35,x_35,y_36,x_36,y_37,x_37,y_38,x_38,y_39,x_39,y_40,x_40,y_41,x_41,y_42,x_42,y_43,x_43,y_44,x_44,y_45,x_45,y_46,x_46,y_47,x_47,y_48,x_48,y_49,x_49,y_50,x_50,y_51,x_51,y_52,x_52,y_53,x_53,y_54,x_54,y_55,x_55,y_56,x_56,y_57,x_57,y_58,x_58,y_59,x_59,y_60,x_60,y_61,x_61,y_62,x_62,y_63,x_63,y_64,x_64,y_65,x_65,y_66,x_66,y_67,x_67,y_68,x_68
39,18,39,18,38,18,38,17,37,17,37,16,36,16,36,15,35,15,35,14,34,14,34,13,34,12,33,12,33,11,32,11,31,11,31,10,31,9,31,8,30,8,29,8,28,8,28,7,28,6,28,5,28,4,28,3,27,3,26,3,25,3,24,3,24,4,24,5,23,5,23,6,22,6,21,6,20,6,20,7,19,7,19,8,19,9,19,10,18,10,18,11,18,12,17,12,16,12,15,12,14,12,13,12,12,12,12,13,11,13,11,14,10,14,9,14,8,14,7,14,7,15,6,15,5,15,4,15,4,16,3,16,2,16,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,34,17,33,17,32,17,31,17,31,16,31,15,30,15,30,14,29,14,28,14,27,14,26,14,25,14,25,13,25,12,24,12,23,12,23,11,22,11,21,11,20,11,20,12,19,12,18,12,18,13,17,13,16,13,15,13,15,14,14,14,13,14,12,14,11,14,11,15,10,15,9,15,8,15,7,15,6,15,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,34,19,33,19,32,19,31,19,31,20,30,20,30,21,29,21,28,21,28,22,28,23,27,23,26,23,26,24,25,24,25,25,24,25,23,25,22,25,21,25,20,25,20,26,20,27,20,28,20,29,20,30,19,30,18,30,17,30,17,29,16,29,15,29,15,28,15,27,15,26,15,25,15,24,15,23,15,22,15,21,15,20,14,20,14,19,13,19,13,18,13,17,12,17,11,17,10,17,9,17,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,28,18,27,18,26,18,25,18,25,19,24,19,23,19,22,19,22,20,22,21,22,22,21,22,21,21,20,21,19,21,18,21,17,21,16,21,15,21,14,21,13,21,12,21,12,20,11,20,11,19,10,19,9,19,9,18,8,18,7,18,6,18,5,18,4,18,4,17,3,17,2,17,2,16,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,28,18,27,18,26,18,25,18,24,18,24,19,23,19,22,19,21,19,21,20,20,20,19,20,18,20,18,21,17,21,16,21,16,22,16,23,15,23,15,24,15,25,15,26,14,26,14,25,13,25,12,25,11,25,11,24,11,23,10,23,10,22,9,22,8,22,8,21,8,20,8,19,8,18,7,18,6,18,5,18,4,18,3,18,3,17,2,17,1,17,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,30,19,29,19,28,19,27,19,26,19,25,19,24,19,23,19,22,19,21,19,20,19,19,19,18,19,17,19,16,19,15,19,14,19,13,19,12,19,11,19,10,19,9,19,8,19,7,19,7,18,7,17,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,32,19,31,19,30,19,29,19,28,19,27,19,26,19,25,19,24,19,23,19,22,19,21,19,21,20,20,20,19,20,18,20,18,21,17,21,16,21,15,21,14,21,13,21,13,20,13,19,12,19,11,19,10,19,10,18,10,17,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,28,18,27,18,26,18,25,18,24,18,23,18,23,17,22,17,21,17,20,17,20,16,20,15,19,15,18,15,17,15,16,15,15,15,15,14,14,14,14,13,13,13,12,13,12,12,11,12,10,12,9,12,9,13,9,14,9,15,8,15,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,28,18,27,18,27,19,27,20,27,21,26,21,25,21,25,22,25,23,25,24,24,24,24,25,23,25,22,25,21,25,20,25,19,25,19,26,18,26,17,26,16,26,15,26,14,26,14,27,14,28,13,28,12,28,11,28,10,28,10,29,10,30,10,29,9,29,9,28,9,27,8,27,8,26,8,25,7,25,7,24,7,23,7,22,6,22,5,22,5,21,4,21,4,20,3,20,3,19,3,18,2,18,1,18,1,17,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,33,18,32,18,31,18,30,18,29,18,29,17,28,17,27,17,26,17,25,17,24,17,23,17,23,16,22,16,21,16,20,16,19,16,18,16,17,16,16,16,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,39,18,38,18,37,18,36,18,35,18,34,18,34,19,33,19,32,19,32,20,32,21,31,21,30,21,30,22,29,22,28,22,28,21,27,21,26,21,25,21,24,21,23,21,23,20,23,19,22,19,22,18,22,17,21,17,21,16,20,16,19,16,18,16,17,16,16,16,15,16,14,16,13,16,12,16,11,16,10,16,9,16,8,16,7,16,6,16,5,16,4,16,3,16,2,16,1,16,0,16
